WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,FavRank,FavOdd,GapRank,GapOdd,TotalSets,TotalWgames,TotalLgames,TotalGames,SumOdd,SumRank,Month
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Sugiyama A.,Schnyder P.,38.0,22.0,1376.0,2112.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.61,2.2,1.0,0.0,16.0,0.5900000000000001,2.0,12.0,8.0,20.0,3.810000000000001,60.0,6
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Johansson M.,South M.,86.0,129.0,783.0,493.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,2.62,1.44,0.0,1.0,43.0,1.1800000000000002,2.0,14.0,11.0,25.0,4.0600000000000005,215.0,6
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Stosur S.,Mattek-Sands B.,19.0,57.0,2212.0,1051.0,6.0,4.0,6.0,7.0,6.0,2.0,2.0,1.0,Completed,1.14,5.0,0.0,0.0,38.0,3.86,3.0,18.0,13.0,31.0,6.14,76.0,6
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Kirilenko M.,Kvitova P.,59.0,61.0,1008.0,986.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.83,1.83,0.0,0.5,2.0,0.0,2.0,12.0,8.0,20.0,3.66,120.0,6
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,De Los Rios R.,Vaidisova N.,100.0,67.0,650.0,956.0,6.0,4.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,4.0,1.22,1.0,1.0,33.0,2.78,3.0,18.0,15.0,33.0,5.22,167.0,6
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Shvedova Y.,Niculescu M.,74.0,62.0,871.0,980.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.44,2.62,1.0,0.0,12.0,1.1800000000000002,2.0,12.0,1.0,13.0,4.0600000000000005,136.0,6
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Oudin M.,Bammer S.,124.0,26.0,538.0,1775.0,4.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,2.1,1.66,1.0,1.0,98.0,0.4400000000000001,3.0,16.0,12.0,28.0,3.76,150.0,6
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Medina Garrigues A.,Domachowska M.,20.0,114.0,2200.0,583.0,3.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.25,3.75,0.0,0.0,94.0,2.5,3.0,15.0,13.0,28.0,5.0,134.0,6
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Peng S.,Glatch A.,36.0,105.0,1501.0,615.0,6.0,4.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,1.66,2.1,0.0,0.0,69.0,0.4400000000000001,3.0,14.0,14.0,28.0,3.76,141.0,6
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Suarez Navarro C.,Kanepi K.,34.0,25.0,1544.0,1860.0,4.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,2.5,1.5,1.0,1.0,9.0,1.0,3.0,16.0,12.0,28.0,4.0,59.0,6
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Mauresmo A.,Czink M.,17.0,54.0,2539.0,1152.0,6.0,1.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,1.22,4.0,0.0,0.0,37.0,2.78,3.0,16.0,9.0,25.0,5.22,71.0,6
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Kuznetsova S.,Morigami A.,5.0,715.0,6191.0,30.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.02,12.0,0.0,0.0,710.0,10.98,2.0,13.0,9.0,22.0,13.02,720.0,6
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Radwanska A.,Martinez-Sanchez M.J.,14.0,290.0,2981.0,162.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.11,6.0,0.0,0.0,276.0,4.89,2.0,13.0,6.0,19.0,7.11,304.0,6
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,King V.,Koryttseva M.,127.0,87.0,524.0,780.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,2.1,1.66,1.0,1.0,40.0,0.4400000000000001,2.0,12.0,6.0,18.0,3.76,214.0,6
30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Sugiyama A.,Parra Santonja A.,38.0,206.0,1376.0,275.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.4,2.75,0.0,0.0,168.0,1.35,2.0,13.0,9.0,22.0,4.15,244.0,6
30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Cibulkova D.,Radwanska U.,13.0,71.0,3065.0,903.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.9,1.8,0.0,1.0,58.0,0.0999999999999998,2.0,12.0,6.0,18.0,3.7,84.0,6
30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Petrova N.,Peer S.,10.0,55.0,3520.0,1140.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.16,4.5,0.0,0.0,45.0,3.34,2.0,12.0,5.0,17.0,5.66,65.0,6
30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Dulko G.,Sharapova M.,45.0,60.0,1319.0,990.0,6.0,2.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,5.0,1.14,0.0,1.0,15.0,3.86,3.0,15.0,12.0,27.0,6.14,105.0,6
30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Vesnina E.,Dushevina V.,37.0,49.0,1399.0,1279.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.9,1.8,0.0,1.0,12.0,0.0999999999999998,2.0,12.0,7.0,19.0,3.7,86.0,6
30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Razzano V.,Craybas J.,23.0,90.0,2089.0,763.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.11,6.0,0.0,0.0,67.0,4.89,2.0,12.0,3.0,15.0,7.11,113.0,6
30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Azarenka V.,Olaru I.,8.0,75.0,4746.0,869.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.02,12.0,0.0,0.0,67.0,10.98,2.0,12.0,0.0,12.0,13.02,83.0,6
30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Williams S.,Groth J.,2.0,69.0,8158.0,951.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.02,12.0,0.0,0.0,67.0,10.98,2.0,12.0,3.0,15.0,13.02,71.0,6
30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Zvonareva V.,Johansson M.,7.0,86.0,5360.0,783.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.12,5.5,0.0,0.0,79.0,4.38,2.0,12.0,4.0,16.0,6.62,93.0,6
30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Kulikova R.,Kleybanova A.,191.0,31.0,310.0,1665.0,0.0,6.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,3.75,1.25,1.0,1.0,160.0,2.5,3.0,12.0,11.0,23.0,5.0,222.0,6
30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Bartoli M.,Bacsinszky T.,11.0,109.0,3235.0,592.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.1,6.5,0.0,0.0,98.0,5.4,2.0,13.0,6.0,19.0,7.6,120.0,6
30,London,Wimbledon,2009-06-24,Grand Slam,Outdoor,Grass,2nd Round,3,Dementieva E.,Rezai A.,4.0,50.0,6591.0,1271.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.2,4.33,0.0,0.0,46.0,3.13,2.0,12.0,4.0,16.0,5.53,54.0,6
30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Stosur S.,Malek T.,19.0,101.0,2212.0,650.0,4.0,6.0,7.0,6.0,6.0,4.0,2.0,1.0,Completed,1.11,6.0,0.0,0.0,82.0,4.89,3.0,17.0,16.0,33.0,7.11,120.0,6
30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Kuznetsova S.,Parmentier P.,5.0,78.0,6191.0,819.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.04,10.0,0.0,0.0,73.0,8.96,2.0,12.0,4.0,16.0,11.04,83.0,6
30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Lisicki S.,Mayr P.,41.0,80.0,1346.0,801.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.16,4.5,0.0,0.0,39.0,3.34,2.0,12.0,6.0,18.0,5.66,121.0,6
30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Li N.,Govortsova O.,18.0,82.0,2302.0,789.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.16,4.5,0.0,0.0,64.0,3.34,2.0,12.0,6.0,18.0,5.66,100.0,6
30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Flipkens K.,Baltacha E.,110.0,106.0,592.0,607.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,2.37,1.53,1.0,1.0,4.0,0.8400000000000001,2.0,13.0,6.0,19.0,3.9,216.0,6
30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Medina Garrigues A.,Garbin T.,20.0,64.0,2200.0,979.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.28,3.5,0.0,0.0,44.0,2.22,2.0,13.0,9.0,22.0,4.78,84.0,6
30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Wozniacki C.,Kirilenko M.,9.0,59.0,4680.0,1008.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.06,8.0,0.0,0.0,50.0,6.94,2.0,12.0,4.0,16.0,9.06,68.0,6
30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Pennetta F.,King V.,15.0,127.0,2860.0,524.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.14,5.0,0.0,0.0,112.0,3.86,2.0,12.0,4.0,16.0,6.14,142.0,6
30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Oudin M.,Shvedova Y.,124.0,74.0,538.0,871.0,3.0,6.0,6.0,2.0,6.0,4.0,2.0,1.0,Completed,2.75,1.4,1.0,1.0,50.0,1.35,3.0,15.0,12.0,27.0,4.15,198.0,6
30,London,Wimbledon,2009-06-25,Grand Slam,Outdoor,Grass,2nd Round,3,Jankovic J.,Benesova I.,6.0,35.0,6100.0,1510.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5.0,0.0,0.0,29.0,3.86,2.0,12.0,6.0,18.0,6.14,41.0,6
30,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,3,Williams S.,Vinci R.,2.0,53.0,8158.0,1154.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.01,13.0,0.0,0.0,51.0,11.99,2.0,12.0,7.0,19.0,14.01,55.0,6
30,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,3,Dementieva E.,Kulikova R.,4.0,191.0,6591.0,310.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.06,8.0,0.0,0.0,187.0,6.94,2.0,12.0,3.0,15.0,9.06,195.0,6
30,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,3,Vesnina E.,Cibulkova D.,37.0,13.0,1399.0,3065.0,7.0,5.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,1.66,2.1,1.0,0.0,24.0,0.4400000000000001,3.0,17.0,15.0,32.0,3.76,50.0,6
30,London,Wimbledon,2009-06-26,Grand Slam,Outdoor,Grass,3rd Round,3,Petrova N.,Dulko G.,10.0,45.0,3520.0,1319.0,3.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.3,3.4,0.0,0.0,35.0,2.1,3.0,15.0,13.0,28.0,4.7,55.0,6
30,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Oudin M.,Jankovic J.,124.0,6.0,538.0,6100.0,6.0,7.0,7.0,5.0,6.0,2.0,2.0,1.0,Completed,9.0,1.05,1.0,1.0,118.0,7.95,3.0,19.0,14.0,33.0,10.05,130.0,6
30,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Ivanovic A.,Stosur S.,12.0,19.0,3172.0,2212.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.66,2.1,0.0,0.0,7.0,0.4400000000000001,2.0,13.0,7.0,20.0,3.76,31.0,6
30,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Wozniacki C.,Medina Garrigues A.,9.0,20.0,4680.0,2200.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.08,7.0,0.0,0.0,11.0,5.92,2.0,12.0,4.0,16.0,8.08,29.0,6
30,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Mauresmo A.,Pennetta F.,17.0,15.0,2539.0,2860.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.5,1.0,0.0,2.0,1.0,2.0,13.0,8.0,21.0,4.0,32.0,6
30,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Radwanska A.,Li N.,14.0,18.0,2981.0,2302.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.66,2.1,0.0,0.0,4.0,0.4400000000000001,2.0,13.0,9.0,22.0,3.76,32.0,6
30,London,Wimbledon,2009-06-27,Grand Slam,Outdoor,Grass,3rd Round,3,Safina D.,Flipkens K.,1.0,110.0,9801.0,592.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.07,7.5,0.0,0.0,109.0,6.43,2.0,13.0,6.0,19.0,8.57,111.0,6
30,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,3,Radwanska A.,Oudin M.,14.0,124.0,2981.0,538.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.2,4.33,0.0,0.0,110.0,3.13,2.0,13.0,9.0,22.0,5.53,138.0,6
30,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,3,Azarenka V.,Petrova N.,8.0,10.0,4746.0,3520.0,7.0,6.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,1.33,3.25,0.0,0.0,2.0,1.92,3.0,15.0,15.0,30.0,4.58,18.0,6
30,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,3,Dementieva E.,Vesnina E.,4.0,37.0,6591.0,1399.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.2,4.33,0.0,0.0,33.0,3.13,2.0,12.0,4.0,16.0,5.53,41.0,6
30,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,3,Williams S.,Hantuchova D.,2.0,32.0,8158.0,1639.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.06,8.0,0.0,0.0,30.0,6.94,2.0,12.0,4.0,16.0,9.06,34.0,6
30,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,3,Schiavone F.,Razzano V.,43.0,23.0,1331.0,2089.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,2.37,1.53,1.0,1.0,20.0,0.8400000000000001,2.0,13.0,8.0,21.0,3.9,66.0,6
30,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,3,Lisicki S.,Wozniacki C.,41.0,9.0,1346.0,4680.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,2.75,1.4,1.0,1.0,32.0,1.35,2.0,12.0,8.0,20.0,4.15,50.0,6
30,London,Wimbledon,2009-06-29,Grand Slam,Outdoor,Grass,4th Round,3,Safina D.,Mauresmo A.,1.0,17.0,9801.0,2539.0,4.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.53,2.37,0.0,0.0,16.0,0.8400000000000001,3.0,16.0,13.0,29.0,3.9,18.0,6
30,London,Wimbledon,2009-06-30,Grand Slam,Outdoor,Grass,Quarterfinals,3,Williams V.,Radwanska A.,3.0,14.0,7217.0,2981.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.07,8.0,0.0,0.0,11.0,6.93,2.0,12.0,3.0,15.0,9.07,17.0,6
30,London,Wimbledon,2009-06-30,Grand Slam,Outdoor,Grass,Quarterfinals,3,Dementieva E.,Schiavone F.,4.0,43.0,6591.0,1331.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.25,4.0,0.0,0.0,39.0,2.75,2.0,12.0,4.0,16.0,5.25,47.0,6
30,London,Wimbledon,2009-07-02,Grand Slam,Outdoor,Grass,Semifinals,3,Williams S.,Dementieva E.,2.0,4.0,8158.0,6591.0,6.0,7.0,7.0,5.0,7.0,6.0,2.0,1.0,Completed,1.16,5.0,0.0,0.0,2.0,3.84,3.0,20.0,18.0,38.0,6.16,6.0,7
30,London,Wimbledon,2009-07-02,Grand Slam,Outdoor,Grass,Semifinals,3,Williams V.,Safina D.,3.0,1.0,7217.0,9801.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.16,5.0,1.0,0.0,2.0,3.84,2.0,12.0,1.0,13.0,6.16,4.0,7
30,London,Wimbledon,2009-07-04,Grand Slam,Outdoor,Grass,The Final,3,Williams S.,Williams V.,2.0,3.0,8158.0,7217.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,2.37,1.57,0.0,1.0,1.0,0.8,2.0,13.0,8.0,21.0,3.94,5.0,7
31,Bastad,Collector Swedish Open,2009-07-06,International,Outdoor,Clay,1st Round,3,Dulko G.,Domachowska M.,45.0,138.0,1299.0,468.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.08,7.0,0.0,0.0,93.0,5.92,2.0,12.0,4.0,16.0,8.08,183.0,7
31,Bastad,Collector Swedish Open,2009-07-06,International,Outdoor,Clay,1st Round,3,Cirstea S.,Larsson J.,29.0,266.0,1698.0,178.0,4.0,6.0,6.0,2.0,7.0,5.0,2.0,1.0,Completed,1.05,9.0,0.0,0.0,237.0,7.95,3.0,17.0,13.0,30.0,10.05,295.0,7
31,Bastad,Collector Swedish Open,2009-07-06,International,Outdoor,Clay,1st Round,3,Pavlyuchenkova A.,Craybas J.,33.0,74.0,1566.0,859.0,3.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,1.3,3.4,0.0,0.0,41.0,2.1,3.0,15.0,12.0,27.0,4.7,107.0,7
31,Bastad,Collector Swedish Open,2009-07-06,International,Outdoor,Clay,1st Round,3,Benesova I.,Radwanska U.,31.0,69.0,1606.0,883.0,3.0,6.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,1.53,2.37,0.0,0.0,38.0,0.8400000000000001,3.0,15.0,10.0,25.0,3.9,100.0,7
31,Bastad,Collector Swedish Open,2009-07-07,International,Outdoor,Clay,1st Round,3,Kirilenko M.,Buryachok I.,53.0,233.0,1104.0,241.0,6.0,0.0,6.0,4.0,,,2.0,0.0,Completed,1.11,6.0,0.0,0.0,180.0,4.89,2.0,12.0,4.0,16.0,7.11,286.0,7
31,Bastad,Collector Swedish Open,2009-07-07,International,Outdoor,Clay,1st Round,3,Pennetta F.,Schiavone F.,15.0,28.0,2900.0,1711.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.83,1.83,0.0,0.5,13.0,0.0,2.0,13.0,7.0,20.0,3.66,43.0,7
31,Bastad,Collector Swedish Open,2009-07-07,International,Outdoor,Clay,1st Round,3,Cibulkova D.,Roma S.,12.0,847.0,3221.0,19.0,6.0,3.0,2.0,6.0,6.0,1.0,2.0,1.0,Completed,1.02,12.0,0.0,0.0,835.0,10.98,3.0,14.0,10.0,24.0,13.02,859.0,7
31,Bastad,Collector Swedish Open,2009-07-07,International,Outdoor,Clay,1st Round,3,Wozniacki C.,Arvidsson S.,9.0,139.0,4780.0,465.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.04,10.0,0.0,0.0,130.0,8.96,2.0,12.0,4.0,16.0,11.04,148.0,7
31,Bastad,Collector Swedish Open,2009-07-08,International,Outdoor,Clay,2nd Round,3,Kudryavtseva A.,Benesova I.,100.0,31.0,654.0,1606.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,3.25,1.33,1.0,1.0,69.0,1.92,2.0,12.0,6.0,18.0,4.58,131.0,7
31,Bastad,Collector Swedish Open,2009-07-08,International,Outdoor,Clay,2nd Round,3,Dulko G.,Cirstea S.,45.0,29.0,1299.0,1698.0,6.0,3.0,4.0,6.0,7.0,6.0,2.0,1.0,Completed,1.61,2.2,1.0,0.0,16.0,0.5900000000000001,3.0,17.0,15.0,32.0,3.810000000000001,74.0,7
31,Bastad,Collector Swedish Open,2009-07-08,International,Outdoor,Clay,2nd Round,3,Pennetta F.,Zec Peskiric M.,15.0,98.0,2900.0,667.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.16,4.5,0.0,0.0,83.0,3.34,2.0,12.0,3.0,15.0,5.66,113.0,7
31,Bastad,Collector Swedish Open,2009-07-08,International,Outdoor,Clay,2nd Round,3,Kirilenko M.,Pavlyuchenkova A.,53.0,33.0,1104.0,1566.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,2.25,1.57,1.0,1.0,20.0,0.6799999999999999,2.0,12.0,5.0,17.0,3.82,86.0,7
31,Bastad,Collector Swedish Open,2009-07-08,International,Outdoor,Clay,2nd Round,3,Cibulkova D.,Llagostera Vives N.,12.0,102.0,3221.0,640.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.16,4.5,0.0,0.0,90.0,3.34,2.0,12.0,2.0,14.0,5.66,114.0,7
31,Bastad,Collector Swedish Open,2009-07-09,International,Outdoor,Clay,Quarterfinals,3,Martinez-Sanchez M.J.,Suarez Navarro C.,54.0,32.0,1100.0,1584.0,4.0,6.0,6.0,3.0,6.0,0.0,2.0,1.0,Completed,2.75,1.4,1.0,1.0,22.0,1.35,3.0,16.0,9.0,25.0,4.15,86.0,7
31,Bastad,Collector Swedish Open,2009-07-09,International,Outdoor,Clay,Quarterfinals,3,Wozniacki C.,Kirilenko M.,9.0,53.0,4780.0,1104.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,1.07,7.5,0.0,0.0,44.0,6.43,2.0,14.0,11.0,25.0,8.57,62.0,7
31,Bastad,Collector Swedish Open,2009-07-09,International,Outdoor,Clay,Quarterfinals,3,Dulko G.,Cibulkova D.,45.0,12.0,1299.0,3221.0,6.0,7.0,6.0,3.0,7.0,6.0,2.0,1.0,Completed,3.0,1.36,1.0,1.0,33.0,1.64,3.0,19.0,16.0,35.0,4.36,57.0,7
31,Bastad,Collector Swedish Open,2009-07-09,International,Outdoor,Clay,Quarterfinals,3,Pennetta F.,Kudryavtseva A.,15.0,100.0,2900.0,654.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.12,5.5,0.0,0.0,85.0,4.38,2.0,12.0,6.0,18.0,6.62,115.0,7
31,Bastad,Collector Swedish Open,2009-07-10,International,Outdoor,Clay,Semifinals,3,Wozniacki C.,Pennetta F.,9.0,15.0,4780.0,2900.0,6.0,3.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,1.44,2.62,0.0,0.0,6.0,1.1800000000000002,3.0,16.0,11.0,27.0,4.0600000000000005,24.0,7
32,Budapest,Gaz de France Budapest Grand Prix,2009-07-06,International,Outdoor,Clay,1st Round,3,Bondarenko A.,Sprem K.,36.0,96.0,1476.0,708.0,4.0,6.0,7.0,5.0,6.0,1.0,2.0,1.0,Completed,1.28,3.5,0.0,0.0,60.0,2.22,3.0,17.0,12.0,29.0,4.78,132.0,7
32,Budapest,Gaz de France Budapest Grand Prix,2009-07-07,International,Outdoor,Clay,1st Round,3,Koryttseva M.,Lapushchenkova A.,88.0,132.0,765.0,492.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3.0,0.0,0.0,44.0,1.64,2.0,12.0,6.0,18.0,4.36,220.0,7
32,Budapest,Gaz de France Budapest Grand Prix,2009-07-07,International,Outdoor,Clay,1st Round,3,Cornet A.,Voskoboeva G.,23.0,87.0,1961.0,765.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.28,3.5,0.0,0.0,64.0,2.22,2.0,12.0,4.0,16.0,4.78,110.0,7
32,Budapest,Gaz de France Budapest Grand Prix,2009-07-07,International,Outdoor,Clay,1st Round,3,Bacsinszky T.,Errani S.,115.0,38.0,572.0,1470.0,5.0,7.0,6.0,4.0,6.0,0.0,2.0,1.0,Completed,2.37,1.53,1.0,1.0,77.0,0.8400000000000001,3.0,17.0,11.0,28.0,3.9,153.0,7
32,Budapest,Gaz de France Budapest Grand Prix,2009-07-07,International,Outdoor,Clay,1st Round,3,Martic P.,Safarova L.,135.0,47.0,472.0,1285.0,7.0,6.0,6.0,0.0,,,2.0,0.0,Completed,4.0,1.222,1.0,1.0,88.0,2.778,2.0,13.0,6.0,19.0,5.222,182.0,7
32,Budapest,Gaz de France Budapest Grand Prix,2009-07-07,International,Outdoor,Clay,1st Round,3,Bondarenko K.,Jurikova L.,72.0,293.0,870.0,157.0,6.0,3.0,1.0,6.0,6.0,4.0,2.0,1.0,Completed,1.16,4.5,0.0,0.0,221.0,3.34,3.0,13.0,13.0,26.0,5.66,365.0,7
32,Budapest,Gaz de France Budapest Grand Prix,2009-07-07,International,Outdoor,Clay,1st Round,3,Peer S.,Begu I.,63.0,164.0,960.0,376.0,6.0,1.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,1.14,5.0,0.0,0.0,101.0,3.86,3.0,16.0,11.0,27.0,6.14,227.0,7
32,Budapest,Gaz de France Budapest Grand Prix,2009-07-07,International,Outdoor,Clay,1st Round,3,Szavay A.,Marosi K.,37.0,158.0,1474.0,406.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.03,11.0,0.0,0.0,121.0,9.97,2.0,12.0,2.0,14.0,12.03,195.0,7
32,Budapest,Gaz de France Budapest Grand Prix,2009-07-07,International,Outdoor,Clay,1st Round,3,Mayr P.,Chakhnashvili M.,71.0,210.0,877.0,268.0,6.0,0.0,7.0,5.0,,,2.0,0.0,Completed,1.5,2.5,0.0,0.0,139.0,1.0,2.0,13.0,5.0,18.0,4.0,281.0,7
32,Budapest,Gaz de France Budapest Grand Prix,2009-07-07,International,Outdoor,Clay,1st Round,3,Olaru I.,Arn G.,61.0,183.0,965.0,326.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.53,2.37,0.0,0.0,122.0,0.8400000000000001,2.0,12.0,4.0,16.0,3.9,244.0,7
